Car Name,Brand,Country of Origin,Body Style,Segment,Sales,Month
Seltos,Kia,South Korea,SUV,C2,8541,2022-07-01
Seltos,Kia,South Korea,SUV,C2,8652,2022-08-01
Seltos,Kia,South Korea,SUV,C2,11000,2022-09-01
Seltos,Kia,South Korea,SUV,C2,9777,2022-10-01
Seltos,Kia,South Korea,SUV,C2,9284,2022-11-01
Seltos,Kia,South Korea,SUV,C2,5995,2022-12-01
Seltos,Kia,South Korea,SUV,C2,10470,2023-01-01
Seltos,Kia,South Korea,SUV,C2,8012,2023-02-01
Seltos,Kia,South Korea,SUV,C2,6554,2023-03-01
Seltos,Kia,South Korea,SUV,C2,7213,2023-04-01
Seltos,Kia,South Korea,SUV,C2,4065,2023-05-01
Seltos,Kia,South Korea,SUV,C2,3578,2023-06-01
Seltos,Kia,South Korea,SUV,C2,9740,2023-07-01
Seltos,Kia,South Korea,SUV,C2,10698,2023-08-01
Seltos,Kia,South Korea,SUV,C2,10558,2023-09-01
Seltos,Kia,South Korea,SUV,C2,12362,2023-10-01
Seltos,Kia,South Korea,SUV,C2,11684,2023-11-01
Seltos,Kia,South Korea,SUV,C2,9957,2023-12-01
Seltos,Kia,South Korea,SUV,C2,6391,2024-01-01
Seltos,Kia,South Korea,SUV,C2,6265,2024-02-01
Seltos,Kia,South Korea,SUV,C2,7912,2024-03-01
Seltos,Kia,South Korea,SUV,C2,6734,2024-04-01
Seltos,Kia,South Korea,SUV,C2,6736,2024-05-01
Seltos,Kia,South Korea,SUV,C2,6306,2024-06-01
Seltos,Kia,South Korea,SUV,C2,5347,2024-07-01
Seltos,Kia,South Korea,SUV,C2,6536,2024-08-01
Seltos,Kia,South Korea,SUV,C2,6959,2024-09-01
Seltos,Kia,South Korea,SUV,C2,6365,2024-10-01
Seltos,Kia,South Korea,SUV,C2,5364,2024-11-01
Seltos,Kia,South Korea,SUV,C2,2830,2024-12-01
Seltos,Kia,South Korea,SUV,C2,6470,2025-01-01
Seltos,Kia,South Korea,SUV,C2,6446,2025-02-01
Seltos,Kia,South Korea,SUV,C2,6525,2025-03-01
Seltos,Kia,South Korea,SUV,C2,6135,2025-04-01
Seltos,Kia,South Korea,SUV,C2,6082,2025-05-01
Seltos,Kia,South Korea,SUV,C2,5225,2025-06-01
Seltos,Kia,South Korea,SUV,C2,6010,2025-07-01
Seltos,Kia,South Korea,SUV,C2,4687,2025-08-01
Seltos,Kia,South Korea,SUV,C2,5816,2025-09-01
Seltos,Kia,South Korea,SUV,C2,7130,2025-10-01
Seltos,Kia,South Korea,SUV,C2,6305,2025-11-01
Seltos,Kia,South Korea,SUV,C2,4369,2025-12-01
Sierra,Tata,India,SUV,C2,0,2011-01-01
Sierra,Tata,India,SUV,C2,0,2011-02-01
Sierra,Tata,India,SUV,C2,0,2011-03-01
Sierra,Tata,India,SUV,C2,0,2011-04-01
Sierra,Tata,India,SUV,C2,0,2011-05-01
Sierra,Tata,India,SUV,C2,0,2011-06-01
Sierra,Tata,India,SUV,C2,0,2011-07-01
Sierra,Tata,India,SUV,C2,0,2011-08-01
Sierra,Tata,India,SUV,C2,0,2011-09-01
Sierra,Tata,India,SUV,C2,0,2011-10-01
Sierra,Tata,India,SUV,C2,0,2011-11-01
Sierra,Tata,India,SUV,C2,0,2011-12-01
Sierra,Tata,India,SUV,C2,0,2012-01-01
Sierra,Tata,India,SUV,C2,0,2012-02-01
Sierra,Tata,India,SUV,C2,0,2012-03-01
Sierra,Tata,India,SUV,C2,0,2012-04-01
Sierra,Tata,India,SUV,C2,0,2012-05-01
Sierra,Tata,India,SUV,C2,0,2012-06-01
Sierra,Tata,India,SUV,C2,0,2012-07-01
Sierra,Tata,India,SUV,C2,0,2012-08-01
Sierra,Tata,India,SUV,C2,0,2012-09-01
Sierra,Tata,India,SUV,C2,0,2012-10-01
Sierra,Tata,India,SUV,C2,0,2012-11-01
Sierra,Tata,India,SUV,C2,0,2012-12-01
Sierra,Tata,India,SUV,C2,0,2013-01-01
Sierra,Tata,India,SUV,C2,0,2013-02-01
Sierra,Tata,India,SUV,C2,0,2013-03-01
Sierra,Tata,India,SUV,C2,0,2013-04-01
Sierra,Tata,India,SUV,C2,0,2013-05-01
Sierra,Tata,India,SUV,C2,0,2013-06-01
Sierra,Tata,India,SUV,C2,0,2013-07-01
Sierra,Tata,India,SUV,C2,0,2013-08-01
Sierra,Tata,India,SUV,C2,0,2013-09-01
Sierra,Tata,India,SUV,C2,0,2013-10-01
Sierra,Tata,India,SUV,C2,0,2013-11-01
Sierra,Tata,India,SUV,C2,0,2013-12-01
Sierra,Tata,India,SUV,C2,0,2014-01-01
Sierra,Tata,India,SUV,C2,0,2014-02-01
Sierra,Tata,India,SUV,C2,0,2014-03-01
Sierra,Tata,India,SUV,C2,0,2014-04-01
Sierra,Tata,India,SUV,C2,0,2014-05-01
Sierra,Tata,India,SUV,C2,0,2014-06-01
Sierra,Tata,India,SUV,C2,0,2014-07-01
Sierra,Tata,India,SUV,C2,0,2014-08-01
Sierra,Tata,India,SUV,C2,0,2014-09-01
Sierra,Tata,India,SUV,C2,0,2014-10-01
Sierra,Tata,India,SUV,C2,0,2014-11-01
Sierra,Tata,India,SUV,C2,0,2014-12-01
Sierra,Tata,India,SUV,C2,0,2015-01-01
Sierra,Tata,India,SUV,C2,0,2015-02-01
Sierra,Tata,India,SUV,C2,0,2015-03-01
Sierra,Tata,India,SUV,C2,0,2015-04-01
Sierra,Tata,India,SUV,C2,0,2015-05-01
Sierra,Tata,India,SUV,C2,0,2015-06-01
Sierra,Tata,India,SUV,C2,0,2015-07-01
Sierra,Tata,India,SUV,C2,0,2015-08-01
Sierra,Tata,India,SUV,C2,0,2015-09-01
Sierra,Tata,India,SUV,C2,0,2015-10-01
Sierra,Tata,India,SUV,C2,0,2015-11-01
Sierra,Tata,India,SUV,C2,0,2015-12-01
Sierra,Tata,India,SUV,C2,0,2016-01-01
Sierra,Tata,India,SUV,C2,0,2016-02-01
Sierra,Tata,India,SUV,C2,0,2016-03-01
Sierra,Tata,India,SUV,C2,0,2016-04-01
Sierra,Tata,India,SUV,C2,0,2016-05-01
Sierra,Tata,India,SUV,C2,0,2016-06-01
Sierra,Tata,India,SUV,C2,0,2016-07-01
Sierra,Tata,India,SUV,C2,0,2016-08-01
Sierra,Tata,India,SUV,C2,0,2016-09-01
Sierra,Tata,India,SUV,C2,0,2016-10-01
Sierra,Tata,India,SUV,C2,0,2016-11-01
Sierra,Tata,India,SUV,C2,0,2016-12-01
Sierra,Tata,India,SUV,C2,0,2017-01-01
Sierra,Tata,India,SUV,C2,0,2017-02-01
Sierra,Tata,India,SUV,C2,0,2017-03-01
Sierra,Tata,India,SUV,C2,0,2017-04-01
Sierra,Tata,India,SUV,C2,0,2017-05-01
Sierra,Tata,India,SUV,C2,0,2017-06-01
Sierra,Tata,India,SUV,C2,0,2017-07-01
Sierra,Tata,India,SUV,C2,0,2017-08-01
Sierra,Tata,India,SUV,C2,0,2017-09-01
Sierra,Tata,India,SUV,C2,0,2017-10-01
Sierra,Tata,India,SUV,C2,0,2017-11-01
Sierra,Tata,India,SUV,C2,0,2017-12-01
Sierra,Tata,India,SUV,C2,0,2018-01-01
Sierra,Tata,India,SUV,C2,0,2018-02-01
Sierra,Tata,India,SUV,C2,0,2018-03-01
Sierra,Tata,India,SUV,C2,0,2018-04-01
Sierra,Tata,India,SUV,C2,0,2018-05-01
Sierra,Tata,India,SUV,C2,0,2018-06-01
Sierra,Tata,India,SUV,C2,0,2018-07-01
Sierra,Tata,India,SUV,C2,0,2018-08-01
Sierra,Tata,India,SUV,C2,0,2018-09-01
Sierra,Tata,India,SUV,C2,0,2018-10-01
Sierra,Tata,India,SUV,C2,0,2018-11-01
Sierra,Tata,India,SUV,C2,0,2018-12-01
Sierra,Tata,India,SUV,C2,0,2019-01-01
Sierra,Tata,India,SUV,C2,0,2019-02-01
Sierra,Tata,India,SUV,C2,0,2019-03-01
Sierra,Tata,India,SUV,C2,0,2019-04-01
Sierra,Tata,India,SUV,C2,0,2019-05-01
Sierra,Tata,India,SUV,C2,0,2019-06-01
Sierra,Tata,India,SUV,C2,0,2019-07-01
Sierra,Tata,India,SUV,C2,0,2019-08-01
Sierra,Tata,India,SUV,C2,0,2019-09-01
Sierra,Tata,India,SUV,C2,0,2019-10-01
Sierra,Tata,India,SUV,C2,0,2019-11-01
Sierra,Tata,India,SUV,C2,0,2019-12-01
Sierra,Tata,India,SUV,C2,0,2020-01-01
Sierra,Tata,India,SUV,C2,0,2020-02-01
Sierra,Tata,India,SUV,C2,0,2020-03-01
Sierra,Tata,India,SUV,C2,0,2020-04-01
Sierra,Tata,India,SUV,C2,0,2020-05-01
Sierra,Tata,India,SUV,C2,0,2020-06-01
Sierra,Tata,India,SUV,C2,0,2020-07-01
Sierra,Tata,India,SUV,C2,0,2020-08-01
Sierra,Tata,India,SUV,C2,0,2020-09-01
Sierra,Tata,India,SUV,C2,0,2020-10-01
Sierra,Tata,India,SUV,C2,0,2020-11-01
Sierra,Tata,India,SUV,C2,0,2020-12-01
Sierra,Tata,India,SUV,C2,0,2021-01-01
Sierra,Tata,India,SUV,C2,0,2021-02-01
Sierra,Tata,India,SUV,C2,0,2021-03-01
Sierra,Tata,India,SUV,C2,0,2021-04-01
Sierra,Tata,India,SUV,C2,0,2021-05-01
Sierra,Tata,India,SUV,C2,0,2021-06-01
Sierra,Tata,India,SUV,C2,0,2021-07-01
Sierra,Tata,India,SUV,C2,0,2021-08-01
Sierra,Tata,India,SUV,C2,0,2021-09-01
Sierra,Tata,India,SUV,C2,0,2021-10-01
Sierra,Tata,India,SUV,C2,0,2021-11-01
Sierra,Tata,India,SUV,C2,0,2021-12-01
Sierra,Tata,India,SUV,C2,0,2022-01-01
Sierra,Tata,India,SUV,C2,0,2022-02-01
Sierra,Tata,India,SUV,C2,0,2022-03-01
Sierra,Tata,India,SUV,C2,0,2022-04-01
Sierra,Tata,India,SUV,C2,0,2022-05-01
Sierra,Tata,India,SUV,C2,0,2022-06-01
Sierra,Tata,India,SUV,C2,0,2022-07-01
Sierra,Tata,India,SUV,C2,0,2022-08-01
Sierra,Tata,India,SUV,C2,0,2022-09-01
Sierra,Tata,India,SUV,C2,0,2022-10-01
Sierra,Tata,India,SUV,C2,0,2022-11-01
Sierra,Tata,India,SUV,C2,0,2022-12-01
Sierra,Tata,India,SUV,C2,0,2023-01-01
Sierra,Tata,India,SUV,C2,0,2023-02-01
Sierra,Tata,India,SUV,C2,0,2023-03-01
Sierra,Tata,India,SUV,C2,0,2023-04-01
Sierra,Tata,India,SUV,C2,0,2023-05-01
Sierra,Tata,India,SUV,C2,0,2023-06-01
Sierra,Tata,India,SUV,C2,0,2023-07-01
Sierra,Tata,India,SUV,C2,0,2023-08-01
Sierra,Tata,India,SUV,C2,0,2023-09-01
Sierra,Tata,India,SUV,C2,0,2023-10-01
Sierra,Tata,India,SUV,C2,0,2023-11-01
Sierra,Tata,India,SUV,C2,0,2023-12-01
Sierra,Tata,India,SUV,C2,0,2024-01-01
Sierra,Tata,India,SUV,C2,0,2024-02-01
Sierra,Tata,India,SUV,C2,0,2024-03-01
Sierra,Tata,India,SUV,C2,0,2024-04-01
Sierra,Tata,India,SUV,C2,0,2024-05-01
Sierra,Tata,India,SUV,C2,0,2024-06-01
Sierra,Tata,India,SUV,C2,0,2024-07-01
Sierra,Tata,India,SUV,C2,0,2024-08-01
Sierra,Tata,India,SUV,C2,0,2024-09-01
Sierra,Tata,India,SUV,C2,0,2024-10-01
Sierra,Tata,India,SUV,C2,0,2024-11-01
Sierra,Tata,India,SUV,C2,0,2024-12-01
Sierra,Tata,India,SUV,C2,0,2025-01-01
Sierra,Tata,India,SUV,C2,0,2025-02-01
Sierra,Tata,India,SUV,C2,0,2025-03-01
Sierra,Tata,India,SUV,C2,0,2025-04-01
Sierra,Tata,India,SUV,C2,0,2025-05-01
Sierra,Tata,India,SUV,C2,0,2025-06-01
Sierra,Tata,India,SUV,C2,0,2025-07-01
Sierra,Tata,India,SUV,C2,0,2025-08-01
Sierra,Tata,India,SUV,C2,0,2025-09-01
Sierra,Tata,India,SUV,C2,0,2025-10-01
Sierra,Tata,India,SUV,C2,0,2025-11-01
Sierra,Tata,India,SUV,C2,291,2025-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2011-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2012-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2013-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2014-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2015-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2016-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2017-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2018-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2019-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2020-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-01-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-02-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-03-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-04-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-05-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-06-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-07-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-08-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-09-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-10-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-11-01
Slavia,Skoda,Germany,Sedan,C2,0,2021-12-01
Slavia,Skoda,Germany,Sedan,C2,0,2022-01-01
Slavia,Skoda,Germany,Sedan,C2,1862,2022-02-01
Slavia,Skoda,Germany,Sedan,C2,2665,2022-03-01
Slavia,Skoda,Germany,Sedan,C2,2431,2022-04-01
Slavia,Skoda,Germany,Sedan,C2,2466,2022-05-01
Slavia,Skoda,Germany,Sedan,C2,2765,2022-06-01
Slavia,Skoda,Germany,Sedan,C2,1895,2022-07-01
Slavia,Skoda,Germany,Sedan,C2,1941,2022-08-01
Slavia,Skoda,Germany,Sedan,C2,937,2022-09-01
Slavia,Skoda,Germany,Sedan,C2,1376,2022-10-01
Slavia,Skoda,Germany,Sedan,C2,2022,2022-11-01
Slavia,Skoda,Germany,Sedan,C2,2257,2022-12-01
Slavia,Skoda,Germany,Sedan,C2,1413,2023-01-01
Slavia,Skoda,Germany,Sedan,C2,1274,2023-02-01
Slavia,Skoda,Germany,Sedan,C2,1574,2023-03-01
Slavia,Skoda,Germany,Sedan,C2,1586,2023-04-01
Slavia,Skoda,Germany,Sedan,C2,1695,2023-05-01
Slavia,Skoda,Germany,Sedan,C2,1639,2023-06-01
Slavia,Skoda,Germany,Sedan,C2,1654,2023-07-01
Slavia,Skoda,Germany,Sedan,C2,1657,2023-08-01
Slavia,Skoda,Germany,Sedan,C2,1581,2023-09-01
Slavia,Skoda,Germany,Sedan,C2,1943,2023-10-01
Slavia,Skoda,Germany,Sedan,C2,1749,2023-11-01
Slavia,Skoda,Germany,Sedan,C2,1960,2023-12-01
Slavia,Skoda,Germany,Sedan,C2,1242,2024-01-01
Slavia,Skoda,Germany,Sedan,C2,1028,2024-02-01
Slavia,Skoda,Germany,Sedan,C2,1358,2024-03-01
Slavia,Skoda,Germany,Sedan,C2,1253,2024-04-01
Slavia,Skoda,Germany,Sedan,C2,1538,2024-05-01
Slavia,Skoda,Germany,Sedan,C2,1230,2024-06-01
Slavia,Skoda,Germany,Sedan,C2,793,2024-07-01
Slavia,Skoda,Germany,Sedan,C2,1122,2024-08-01
Slavia,Skoda,Germany,Sedan,C2,1391,2024-09-01
Slavia,Skoda,Germany,Sedan,C2,1637,2024-10-01
Slavia,Skoda,Germany,Sedan,C2,1131,2024-11-01
Slavia,Skoda,Germany,Sedan,C2,1894,2024-12-01
Slavia,Skoda,Germany,Sedan,C2,1510,2025-01-01
Slavia,Skoda,Germany,Sedan,C2,901,2025-02-01
Slavia,Skoda,Germany,Sedan,C2,1185,2025-03-01
Slavia,Skoda,Germany,Sedan,C2,1048,2025-04-01
Slavia,Skoda,Germany,Sedan,C2,937,2025-05-01
Slavia,Skoda,Germany,Sedan,C2,896,2025-06-01
Slavia,Skoda,Germany,Sedan,C2,1168,2025-07-01
Slavia,Skoda,Germany,Sedan,C2,1008,2025-08-01
Slavia,Skoda,Germany,Sedan,C2,1339,2025-09-01
Slavia,Skoda,Germany,Sedan,C2,1648,2025-10-01
Slavia,Skoda,Germany,Sedan,C2,1120,2025-11-01
Slavia,Skoda,Germany,Sedan,C2,711,2025-12-01
Sonata,Hyundai,South Korea,Sedan,D2,11,2011-01-01
Sonata,Hyundai,South Korea,Sedan,D2,29,2011-02-01
Sonata,Hyundai,South Korea,Sedan,D2,23,2011-03-01
Sonata,Hyundai,South Korea,Sedan,D2,20,2011-04-01
Sonata,Hyundai,South Korea,Sedan,D2,14,2011-05-01
Sonata,Hyundai,South Korea,Sedan,D2,24,2011-06-01
Sonata,Hyundai,South Korea,Sedan,D2,13,2011-07-01
Sonata,Hyundai,South Korea,Sedan,D2,12,2011-08-01
Sonata,Hyundai,South Korea,Sedan,D2,7,2011-09-01
Sonata,Hyundai,South Korea,Sedan,D2,2,2011-10-01
Sonata,Hyundai,South Korea,Sedan,D2,3,2011-11-01
Sonata,Hyundai,South Korea,Sedan,D2,11,2011-12-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2012-01-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2012-02-01
Sonata,Hyundai,South Korea,Sedan,D2,92,2012-03-01
Sonata,Hyundai,South Korea,Sedan,D2,66,2012-04-01
Sonata,Hyundai,South Korea,Sedan,D2,43,2012-05-01
Sonata,Hyundai,South Korea,Sedan,D2,39,2012-06-01
Sonata,Hyundai,South Korea,Sedan,D2,32,2012-07-01
Sonata,Hyundai,South Korea,Sedan,D2,19,2012-08-01
Sonata,Hyundai,South Korea,Sedan,D2,20,2012-09-01
Sonata,Hyundai,South Korea,Sedan,D2,20,2012-10-01
Sonata,Hyundai,South Korea,Sedan,D2,20,2012-11-01
Sonata,Hyundai,South Korea,Sedan,D2,20,2012-12-01
Sonata,Hyundai,South Korea,Sedan,D2,3048,2013-01-01
Sonata,Hyundai,South Korea,Sedan,D2,3821,2013-02-01
Sonata,Hyundai,South Korea,Sedan,D2,4080,2013-03-01
Sonata,Hyundai,South Korea,Sedan,D2,4264,2013-04-01
Sonata,Hyundai,South Korea,Sedan,D2,4274,2013-05-01
Sonata,Hyundai,South Korea,Sedan,D2,4721,2013-06-01
Sonata,Hyundai,South Korea,Sedan,D2,13,2013-07-01
Sonata,Hyundai,South Korea,Sedan,D2,14,2013-08-01
Sonata,Hyundai,South Korea,Sedan,D2,13,2013-09-01
Sonata,Hyundai,South Korea,Sedan,D2,7,2013-10-01
Sonata,Hyundai,South Korea,Sedan,D2,13,2013-11-01
Sonata,Hyundai,South Korea,Sedan,D2,11,2013-12-01
Sonata,Hyundai,South Korea,Sedan,D2,9,2014-01-01
Sonata,Hyundai,South Korea,Sedan,D2,10,2014-02-01
Sonata,Hyundai,South Korea,Sedan,D2,10,2014-03-01
Sonata,Hyundai,South Korea,Sedan,D2,11,2014-04-01
Sonata,Hyundai,South Korea,Sedan,D2,12,2014-05-01
Sonata,Hyundai,South Korea,Sedan,D2,13,2014-06-01
Sonata,Hyundai,South Korea,Sedan,D2,10,2014-07-01
Sonata,Hyundai,South Korea,Sedan,D2,8,2014-08-01
Sonata,Hyundai,South Korea,Sedan,D2,5,2014-09-01
Sonata,Hyundai,South Korea,Sedan,D2,3,2014-10-01
Sonata,Hyundai,South Korea,Sedan,D2,6,2014-11-01
Sonata,Hyundai,South Korea,Sedan,D2,9,2014-12-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-01-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-02-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-03-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-04-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-05-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-06-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-07-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-08-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-09-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-10-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-11-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2015-12-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2016-01-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2016-02-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2016-03-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2016-04-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2016-05-01
Sonata,Hyundai,South Korea,Sedan,D2,0,2016-06-01
