Car Name,Brand,Country of Origin,Body Style,Segment,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
Ertiga,Maruti Suzuki,Japan,MPV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,5464,6802,5400,7091,6643,7116,7289,7337,5208,5983,5842,6200,5168,4306,4950,4562,4563,2657,7224,5840,4924,4437,4981,6210,4857,5127,4875,5428,4658,5672,5025,5003,4880,6036,5451,5218,4181,5430,5395,5281,3110,2641,5832,5638,5981,5799,5620,5544,5484,4133,2726,6625,5024,6438,5660,5413,5384,5198,5505,5937,6742,7121,4895,7458,6076,5683,4769,4682,4288,4696,4645,5086,5689,4872,4311,4764,3515,3926,1387,6362,7155,6352,7975,8955,8087,8864,7567,9222,8391,6284,7197,7537,6650,4997,11782,3969,0,2353,3306,8504,9302,9982,7748,9557,9177,9565,9774,9303,8644,2694,9920,13434,6251,11308,12923,8752,11840,11847,11649,7888,14889,12226,10423,9694,9314,9299,10494,13818,12273,9750,6472,9028,5532,10528,8422,14352,12315,13528,14209,12857,12975,14632,15519,14888,13544,13893,15902,15701,18580,17441,18785,15150,16056,14248,14868,16804,15780,16140,14151,16604,18445,12115,20087,16197,16586
Celerio,Maruti Suzuki,Japan,Hatchback,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,7323,6060,5805,5858,4878,6394,6656,6382,5723,4926,4851,4824,6772,5074,5309,6653,8078,7784,7927,8901,6664,6956,8019,7141,5137,8859,8548,7379,5797,7792,8063,5452,9581,9543,7189,10879,8315,8823,8425,6142,6375,11087,9210,4797,12209,8437,6161,7641,6842,7395,9631,10160,6570,7376,9503,9208,9260,8371,9000,9217,3631,11807,6668,5277,4871,4805,4765,4140,3669,6651,5429,6236,6104,4010,0,468,4145,4799,5684,7250,7574,6533,6660,6963,6214,4720,367,159,752,2,53,1,1999,5968,5656,8279,9896,6442,7066,6398,8683,6854,5852,5390,4296,2483,1090,3418,4458,4646,4890,3216,3399,2893,4038,3246,4317,2215,247,4406,3586,3478,3220,3314,2985,2465,3181,3241,3044,2379,748,1954,4226,2268,1474,1861,2038,1392,1505,1033,1322,1392,2272
Ciaz,Maruti Suzuki,Japan,Sedan,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,6345,5232,3731,6005,5410,4251,4662,5012,3700,2099,4156,4291,5890,5509,2841,5431,5162,5480,5702,5188,2800,5162,6214,6544,6360,5433,3711,6530,5886,4918,7024,4724,3950,6377,6457,5603,4107,4009,2382,5062,4897,4321,5116,4024,1579,48,7002,6246,3892,3838,4734,2934,3084,3672,2789,3592,2322,2397,1596,1715,2371,1448,1786,835,2544,1863,0,192,553,1303,1223,1534,1422,1870,1270,1347,1510,1628,1567,349,602,1450,2146,981,1069,1089,1204,1666,1912,1834,579,586,1507,1379,1516,1359,1884,1554,1154,1000,792,300,1017,992,1744,1348,849,1491,695,278,489,363,481,590,867,730,572,603,707,662,659,597,464,768,1097,676,321,458,1028,173,0,0,0,0,0
S Cross,Maruti Suzuki,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,4602,3603,3017,2222,2000,2032,2524,2567,2507,2101,110,369,2023,2230,2113,1979,1582,2109,2206,2088,2676,2249,228,2895,48,385,5510,3363,2847,3280,3523,3919,3929,4610,4128,5308,914,3005,3317,2325,3270,2420,2172,2424,2163,1507,1359,654,666,1040,1356,1439,979,558,0,0,0,0,0,451,2527,2098,2526,2877,1185,580,2505,2535,2247,231,1441,1972,2522,1529,1524,1782,1521,2116,1151,2674,2922,1428,697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleno,Maruti Suzuki,Japan,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229,9074,10572,7698,6888,6236,9562,10004,6967,9120,8671,10623,10718,11093,9486,10476,7658,16426,17530,14629,9057,19153,17190,16238,14532,17769,14551,17770,15807,16254,20412,19398,17850,17960,17713,18631,18657,18649,11135,16717,17944,17264,17355,15176,13689,10482,11067,11420,16237,18047,18464,20485,16585,11406,0,1587,4300,11575,10742,19433,21971,17872,18030,16648,20070,21217,16384,4803,14701,14729,15646,8077,15573,9931,14458,6791,12570,14520,10938,13970,16103,17960,18418,19369,17149,20945,16932,16357,18592,16168,16180,18733,14077,16725,18516,18417,16594,12961,10669,19630,17517,15588,14049,12842,14895,9309,12485,14292,16082,16293,9112,19965,15480,12357,13180,11618,8966,12503,12349,13173,16873,13784,22108
Ignis,Maruti Suzuki,Japan,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4830,4662,5209,5030,4518,3113,4435,4047,4271,3072,3412,1686,5472,4332,3834,5080,4132,4514,3397,3043,2648,2553,2285,2612,1721,1303,3156,2497,1886,2911,1563,1322,1266,1859,1692,964,0,2912,1901,0,196,1432,2421,3262,3318,4555,3935,3268,3854,3340,4359,4522,471,3583,3797,2053,522,1526,1499,3209,1993,4020,4472,3815,5029,4960,6130,5746,5750,4743,5087,5241,5842,4749,2760,4101,4551,4237,3223,2373,2056,2374,1660,392,2598,2110,2788,1915,2104,2536,2216,2464,2514,2663,2203,749,3780,2394,1900,1936,1855,1484,1977,2097,1704,2645,2316,1910
S-Presso,Maruti Suzuki,Japan,SUV,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5006,10634,11220,8394,6971,9578,5159,0,489,3160,3604,5312,9000,10612,7018,6787,6893,7040,7252,7738,1540,4926,6818,7225,2793,4442,3661,5150,6292,8140,7870,6694,4475,652,11268,7774,4730,3676,2588,1117,4035,3761,2443,2562,2868,2731,2491,2606,2560,3368,1883,60,3454,3059,2497,2476,2227,1620,2607,2102,1708,2139,2283,8,2895,1685,1788,726,1806,1369,912,1333,1774,2857,1747,3396
XL6,Maruti Suzuki,Japan,MPV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356,3840,4328,2195,2521,770,3886,2221,0,711,1198,1874,1846,2087,2439,3388,3088,3119,3020,3062,3373,782,3978,4190,2658,3748,4602,3280,4090,3085,3304,2000,4366,4085,3336,3870,2425,3061,2484,2988,3364,2582,2108,1754,2860,3577,2856,4320,4184,4511,4367,3472,2226,4363,4093,4505,3509,3241,3323,2923,2740,3734,3285,2483,2487,4403,1878,3105,4140,3507,2011,2146,2973,2170,3611,2445,2744
Vitara Brezza,Maruti Suzuki,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5563,7832,7193,6673,10232,9554,9375,10056,9719,8971,8932,10046,10057,10653,12375,8293,16301,13907,14649,13043,14038,11540,11785,11620,13147,10818,15629,10713,14181,13271,14425,15832,14378,9667,13172,11613,14181,11785,8781,8871,5302,7109,10362,10227,12033,13658,10134,6866,5513,0,572,4542,7807,6903,9153,12087,7838,12251,10623,11585,11274,11220,2648,12833,12676,12906,1874,8032,10760,9531,9576,9256,12439,11764,10312,4404,9709,15193,15445,9941,11324,11200,14359,15787,16227,11836,13398,10578,16543,14572,15001,16050,13393,12844,15303,15765,14614,17113,14186,13172,14676,19190,15322,16565,14918,17336,14747,15392,16546,16971,15566,14507,14065,13620,10173,12072,13947,17704
Fronx,Maruti Suzuki,Japan,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8784,9863,7991,13220,12164,11455,11357,9867,9692,13643,14168,12531,14286,12681,9688,10925,12387,13874,16419,14882,10752,15192,21461,13669,14345,13584,9815,12872,12422,13767,17003,15058,20706
Invicto,Maruti Suzuki,Japan,MPV,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,589,389,478,470,502,496,366,348,193,193,128,251,174,312,296,434,825,556,380,294,201,223,264,351,237,215,301,410,514
Jimny,Maruti Suzuki,Japan,SUV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071,3778,3104,2651,1852,1020,730,163,322,318,257,274,481,2429,592,599,1211,988,1100,163,385,261,431,682,371,362,603,296,592,802,757
Victoris,Maruti Suzuki,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4261,13496,12300,18767
Micra,Nissan,Japan,Hatchback,B2,1784,2030,2060,1198,1566,1609,1550,1345,1475,1619,1514,1036,1855,2198,1674,1435,540,1091,1028,1187,1546,649,849,716,1336,608,468,335,846,1989,829,1562,1594,1183,754,518,1270,355,1361,710,696,1030,300,793,904,812,394,484,652,638,858,359,712,682,648,701,550,612,571,690,543,787,878,596,652,554,514,633,649,951,589,730,743,793,651,596,570,727,457,557,642,686,566,423,561,545,620,405,400,370,322,302,232,249,253,151,96,142,186,77,95,77,91,55,37,66,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X Trail,Nissan,Japan,SUV,D2,52,36,29,2,22,16,35,26,31,16,25,18,58,23,18,7,13,9,14,4,3,0,5,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,2,0,1,0,0,15,76,20,0,0,0,0,0,0,0
Teana,Nissan,Japan,Sedan,D2,21,14,11,7,0,5,8,13,11,15,18,9,35,19,31,13,7,1,3,2,4,2,8,2,6,2,7,7,3,8,7,5,1,3,1,2,4,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370 Z,Nissan,Japan,Sports Car,Premium,0,1,1,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunny,Nissan,Japan,Sedan,C2,0,0,0,0,0,0,0,0,659,1340,1131,533,3218,3130,4151,2012,2578,3066,2436,2757,2023,1007,1663,1517,25456,1191,1304,879,1110,918,367,913,694,565,519,499,646,248,548,295,441,556,750,506,428,364,411,469,391,362,469,191,191,167,167,141,152,214,209,297,206,217,185,171,161,157,97,165,64,82,158,170,104,282,297,105,202,191,167,196,242,163,208,333,254,306,208,131,133,140,166,157,141,25,25,39,18,14,63,81,136,64,74,61,53,21,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evalia,Nissan,Japan,Van,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,262,182,257,147,346,18,117,36,22,14,61,49,24,92,137,5,17,21,30,112,50,28,26,48,10,19,8,8,79,2,3,6,2,1,62,34,29,10,3,4,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrano,Nissan,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079,2865,1446,3126,1403,3075,1575,1859,1567,1600,1574,1768,1538,719,1482,1560,963,1434,1082,1057,1021,645,497,533,900,611,367,502,759,587,463,333,234,326,353,274,371,238,277,256,123,220,440,391,286,257,325,252,236,124,125,151,139,146,181,151,117,65,71,53,41,24,23,16,9,27,60,166,132,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTR,Nissan,Japan,Sports Car,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiks,Nissan,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1370,609,701,300,79,128,132,172,204,313,267,501,172,267,519,0,74,70,88,192,58,122,158,97,150,263,141,58,12,84,135,186,371,230,100,130,150,158,65,144,211,184,84,89,108,242,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnite,Nissan,Japan,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,3031,2991,2987,2904,1200,3252,4073,2984,2330,3389,2292,2653,3827,2059,2942,1966,1920,3331,3583,3194,3069,2819,2397,2020,2803,2184,3260,2617,2618,2552,2152,2258,2454,2573,2454,2150,2863,2755,2701,2404,2211,2107,2011,2257,2100,3119,2342,2117,2404,2328,2484,1749,1334,1313,1420,1384,1652,2615,1908,1902
Laura,Skoda,Germany,Sedan,D1,630,538,591,421,646,693,580,386,285,406,329,375,378,370,597,227,227,643,151,168,236,225,209,216,170,144,93,126,305,144,81,204,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabia,Skoda,Germany,Hatchback,B2,1460,1466,1753,1561,1556,1461,1403,1108,1172,1400,1155,1471,963,916,770,538,304,594,215,291,222,256,133,219,229,207,135,115,289,132,176,228,239,363,181,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superb,Skoda,Germany,Sedan,D2,391,255,390,332,385,325,231,200,147,225,119,470,116,181,349,206,147,272,89,125,146,163,120,199,113,113,217,64,165,126,85,103,82,85,26,23,19,223,216,105,71,81,75,82,125,122,105,112,147,113,110,119,63,73,108,71,66,111,31,13,2,84,87,107,56,151,115,296,284,246,33,52,97,92,184,140,86,78,170,367,153,78,101,218,100,163,155,120,111,131,105,144,136,176,77,107,72,96,155,103,85,106,94,118,102,152,167,159,136,177,123,0,73,41,46,122,148,184,218,262,239,235,250,105,10,117,246,180,210,251,104,16,122,99,180,74,152,139,147,135,190,143,160,110,96,90,104,121,10,0,0,0,0,0,0,0,0,0,15,13,4,1,0,3,3,20,6,1,0,0,0,0,0,0,2,0,0,0,0,0
Yeti,Skoda,Germany,SUV,D1,344,253,275,132,174,132,197,118,50,103,68,326,113,118,224,75,82,168,85,77,284,6,51,52,87,112,47,44,36,35,41,29,46,59,45,37,45,9,7,2,1,2,0,0,27,20,10,20,12,7,13,20,7,11,6,15,18,8,2,3,1,14,7,3,8,4,4,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapid,Skoda,Germany,Sedan,C2,0,0,0,0,0,0,0,0,0,0,957,1296,1513,2204,2882,2060,2071,3246,1505,1128,1433,1131,1099,1890,1458,1371,1587,1585,1121,1142,1077,810,1018,1271,991,1046,1188,961,1046,761,785,807,900,1027,1357,1047,958,1168,974,910,880,780,1029,903,1024,850,948,1175,890,1225,1044,836,1049,621,623,650,645,687,744,977,682,814,959,921,1274,1077,851,871,790,1035,1312,1086,874,1090,767,730,913,810,870,868,800,817,931,1205,809,876,844,898,729,721,734,612,707,791,816,815,725,1359,815,680,180,0,291,577,738,697,907,1024,813,1015,757,614,903,848,603,454,793,595,473,165,22,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octavia,Skoda,Germany,Sedan,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,428,300,269,160,122,212,146,189,232,145,221,137,124,99,61,170,240,293,301,217,202,156,216,211,327,177,212,155,239,262,183,217,197,201,225,188,245,145,176,164,193,237,155,127,69,457,354,186,253,263,243,221,201,253,309,286,200,220,239,144,186,292,195,173,115,265,227,234,176,196,151,165,231,217,255,207,226,89,0,32,21,8,9,17,31,20,22,8,2,5,5,102,162,219,150,186,219,194,164,166,168,180,147,74,57,231,119,121,124,104,129,100,82,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0
Kodiaq,Skoda,Germany,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,289,267,192,182,223,163,161,153,195,135,130,147,190,127,219,143,158,252,75,95,93,79,104,150,180,157,233,189,176,59,0,112,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,113,67,125,87,106,79,110,151,71,55,138,107,196,189,416,140,157,194,159,241,191,176,126,225,53,89,136,154,185,137,240,145,140,209,225,194,10,10,13,107,208,130,106,75,130,305,153,230
