Car Name,Brand,Country of Origin,Body Style,Segment,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
Santro,Hyundai,South Korea,Hatchback,B1,4648,8070,8026,8133,6675,7114,5409,6955,6396,3141,5122,4915,4826,5924,5359,4309,4192,3691,3059,3101,3412,3826,3913,3377,3048,3821,4080,4264,4274,4721,2961,2417,2353,3022,3842,3617,3385,4002,3855,2624,2619,2333,2035,2724,2260,3348,796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8535,9009,7197,8000,6875,8280,6906,4902,4141,5309,3288,3502,5855,3851,3820,3671,4200,2169,0,157,1513,1351,2395,3034,3463,2822,1960,2211,2128,2165,2683,1122,2039,1949,1731,1798,2877,2141,1298,1252,2393,2494,1793,2608,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i10,Hyundai,South Korea,Hatchback,B2,16694,15105,14215,12415,11538,10969,8828,9185,9784,11557,10174,8006,10744,10324,10157,7872,6959,6177,6113,6300,8099,8988,9782,7187,8552,8182,8686,8194,8469,8174,6735,6017,3260,3575,4094,3975,4116,4041,3000,2591,3070,2586,2611,2278,2763,3152,3378,3621,3584,4082,3629,3219,3183,2567,2204,2535,1925,1656,2470,2186,1455,2128,1980,1700,1854,1100,1335,1234,1389,2450,2471,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i20,Hyundai,South Korea,Hatchback,B2,5773,6834,7655,8068,7370,7152,5627,5374,7019,6834,7148,5717,6068,4844,6235,7562,7675,7676,7775,7712,7814,9058,7761,5119,8655,7605,6988,6230,5701,5628,5366,5695,5741,6045,4643,3491,4640,4292,4406,3459,3191,3212,1593,6627,8903,8896,10552,9345,9541,10264,12812,12425,10334,10841,10031,10662,11702,11019,10074,10379,9604,10202,10647,11147,10472,8990,9910,11011,10254,11532,8917,9803,11460,10414,12394,12668,10667,10609,11390,11832,11574,11012,10236,9847,9650,13378,13319,12369,10664,11262,10822,11475,12380,13290,10555,11940,11749,11547,12172,10411,8958,9271,9012,7071,10141,14683,10446,7740,8137,8766,3455,0,878,2718,6344,7765,9852,8399,9096,8004,10865,10270,11020,11540,3804,8787,6518,7340,5153,4414,4391,3150,6505,5830,4693,4707,4463,7921,6873,7558,7275,7814,7236,4697,8185,9287,6596,6472,6094,6162,5001,4896,6481,7212,5727,4574,7083,5131,5155,5199,5169,5315,4937,4913,4428,5354,3925,3453,4741,3627,4452,3525,4090,3785,3396,3634,3884,4023,3777,3339
Accent,Hyundai,South Korea,Sedan,C1,1317,1224,1293,1114,1047,941,900,714,553,745,682,575,463,580,525,399,321,301,182,154,131,240,234,267,157,250,295,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verna,Hyundai,South Korea,Sedan,C2,1858,1241,489,1854,4357,4102,4724,4211,4810,4217,4331,4002,4311,4506,4132,6251,5403,5929,5300,4880,4294,5050,4026,2404,5066,4871,4589,4809,4710,3879,3479,3882,4159,4549,3219,2503,3803,3342,3400,3340,3334,3222,2853,2713,2395,2248,1588,1903,1620,2703,3400,2802,2127,1620,1328,1643,1341,1256,1047,616,1224,1368,1520,2050,1502,1800,1614,948,1185,1455,931,864,897,808,870,682,563,326,520,4779,6054,4701,3751,1953,4601,4001,4151,4077,3801,3901,3351,3361,3501,3301,2558,2001,3216,3299,3201,2932,2567,2271,1890,1597,1738,2174,2010,1295,957,570,893,0,317,1083,1906,2015,2228,2166,1487,1036,2000,2047,2778,2552,1181,2181,1827,2098,879,2438,1648,982,1622,1058,1586,781,1488,1703,1870,1734,1654,2179,2025,1538,995,47,3755,4001,3687,4001,2858,2576,2610,2313,1701,712,2172,1680,1716,1571,1381,1424,1420,1194,1198,1272,1213,872,1477,1207,1364,1005,930,813,826,771,725,824,709,406
Sonata,Hyundai,South Korea,Sedan,D2,11,29,23,20,14,24,13,12,7,2,3,11,0,0,92,66,43,39,32,19,20,20,20,20,3048,3821,4080,4264,4274,4721,13,14,13,7,13,11,9,10,10,11,12,13,10,8,5,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eon,Hyundai,South Korea,Hatchback,A,0,0,0,0,0,0,0,0,7188,6315,7418,6223,7344,10480,12500,8541,7346,6550,4985,5418,6244,7872,8449,7849,8261,8717,8604,8350,8406,7770,6946,7991,6284,6867,6340,5428,7307,7312,7473,6500,6300,6579,6020,6757,6489,6986,6626,5997,6820,7200,6045,6343,6449,5313,4407,4540,4607,6479,7154,6563,5431,5539,5460,5417,3634,3600,3792,3990,4504,5810,5658,6790,5047,5500,5747,5379,5330,4231,4032,4058,5144,6350,5137,5672,6111,4551,4500,4663,4609,4270,3746,3916,5309,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elentra,Hyundai,South Korea,Sedan,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,154,131,240,234,267,488,470,564,410,462,391,437,418,358,389,269,218,353,300,342,310,320,343,255,300,325,232,207,139,244,180,83,327,252,232,166,148,85,119,70,79,42,114,74,71,44,112,0,272,302,334,264,212,184,217,247,227,189,159,158,251,170,184,144,114,175,151,151,150,149,137,100,68,91,115,78,50,68,82,86,85,105,60,54,41,94,59,34,23,63,46,28,0,6,15,20,26,24,46,38,15,32,40,53,53,9,29,15,20,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcent + Aura,Hyundai,South Korea,Sedan,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,6663,7792,7069,6652,5509,4481,4629,3899,3204,4110,4047,4500,4666,4871,4999,2772,3202,4228,5101,4057,4529,3708,4193,3761,4200,4701,3800,4585,4316,3896,5015,3623,3993,3851,3348,2786,4446,3804,3425,4219,3467,3609,3491,2841,2706,3363,2768,3200,3712,3673,4199,4114,4981,4105,3143,2495,1723,2121,1924,1792,1463,1694,2172,1430,1316,1164,1388,1612,1139,6691,4968,2615,0,349,1016,1839,3228,3882,5577,3063,3113,4183,4300,4023,3347,1637,3126,4034,3094,2862,2701,2562,1715,3333,3668,3775,4035,3311,4102,4018,4378,4239,4248,3813,4156,4634,5524,3774,5085,4707,4907,4514,4892,3900,4096,3850,3812,5516,5053,4883,4526,4433,4299,4757,4304,4462,4805,4248,3852,5388,4797,5074,4224,5225,5413,4636,5336,5387,5815,5731,4925
Creta,Hyundai,South Korea,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,6783,7437,7320,7225,5837,4709,6589,8196,8163,7900,7057,7700,7981,8450,8835,8670,6822,6563,7918,9002,10001,9213,8377,6436,10556,10158,9292,9248,8528,6755,9284,9278,10011,9390,11004,11111,10423,10394,11000,11702,9677,7631,10314,10206,11448,10487,9054,8334,6585,6001,6641,7269,6684,6713,6900,700,6706,0,3212,7207,11549,11758,12325,14023,12017,10592,12284,12428,12640,12463,7527,9941,13000,12597,8193,6455,10300,7609,9869,9606,10532,12651,10973,13790,12625,12577,12866,11880,13321,10205,15037,10421,14026,14186,14449,14447,14062,13832,12717,13077,11814,9243,13212,15276,16458,15447,14662,16293,17730,16762,15902,17497,15452,12608,18522,16317,18059,17016,14860,15786,16898,15924,18861,18381,17344,13154
Tucson,Hyundai,South Korea,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,261,424,148,161,146,121,86,56,116,251,86,185,122,156,215,180,201,200,169,148,150,117,171,90,84,101,50,112,146,111,71,63,47,58,78,83,59,92,37,0,0,0,0,30,63,139,85,87,76,80,125,152,143,105,74,85,111,117,139,119,108,35,48,172,109,47,1,0,170,343,419,487,247,12,180,498,581,550,379,263,239,236,237,202,118,209,183,157,110,201,168,114,129,125,98,141,84,33,64,73,89,65,60,73,84,57,85,26,6,0
kona,Hyundai,South Korea,SUV,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,88,47,50,53,12,39,32,14,0,4,16,26,26,29,13,0,24,21,10,11,12,7,7,23,1,1,18,0,10,7,43,2,50,64,179,53,102,112,106,95,120,40,0,0,0,84,75,60,91,69,44,19,19,102,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venue,Hyundai,South Korea,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049,8763,9585,9342,7942,8576,9665,9521,6733,10321,6127,0,1242,4129,6734,8267,8469,8828,9265,12313,11779,11224,10722,11245,4840,4865,8185,8377,7924,10554,7932,10360,11377,10122,9220,8392,8300,10321,12000,11240,11033,9585,10738,8285,10738,9997,10024,10342,10213,11606,10062,10948,12204,11581,11180,10383,11831,8933,9614,9120,9327,9890,8840,9085,10259,10901,9754,10265,11106,10125,10441,7953,7520,6858,8054,8109,11484,11738,11645,10322
Alcazar,Hyundai,South Korea,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,3103,3001,3468,1929,1392,2453,1002,3168,2516,2502,2422,1947,1986,2888,2304,2643,2847,2566,1478,1537,1559,2519,2037,2443,2119,1443,1493,1977,1837,1913,954,1827,1290,1420,1219,944,882,585,1105,2712,2204,2134,1342,1310,1264,1431,1017,922,1174,1419,1187,1234,1259,840,579
Ioniq 5,Hyundai,South Korea,SUV,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,189,160,100,125,130,176,117,96,81,95,66,65,45,42,30,36,40,31,32,22,24,16,16,19,16,11,12,25,14,6,6,24,69
Exter,Hyundai,South Korea,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7430,8647,8097,8325,7516,8229,7582,8475,7756,7697,6908,6037,6632,6908,7127,5747,5270,6068,5361,5901,5416,5899,5873,5075,5061,5643,6294,5705,5612
Verito,Mahindra,India,Sedan,C1,1120,1151,1017,1006,1291,1510,1630,1710,1560,1818,1127,1263,1529,1632,1763,1501,943,444,1261,2102,1536,1553,1235,1026,1500,1036,1211,568,1371,1316,344,465,449,369,278,357,320,293,294,149,125,139,192,123,104,148,69,167,193,164,250,270,188,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xylo,Mahindra,India,MPV,Utility,2733,2287,2646,2214,2454,2573,2652,2155,2430,2431,1637,1460,1863,2796,2805,2557,2370,2228,2401,2214,1658,2044,1756,1751,2100,1871,2117,1547,1719,1212,1070,1085,1275,1394,1014,806,980,879,989,760,687,675,323,898,1046,720,445,658,780,662,818,677,706,661,742,648,606,723,452,443,500,511,602,457,500,564,566,614,651,585,360,451,508,314,1018,746,681,264,724,634,773,550,356,445,677,658,811,356,653,456,634,581,568,429,239,195,374,364,402,314,312,440,324,356,55,87,87,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpio (Classic + N),Mahindra,India,SUV,C2,4304,3924,4144,4144,3957,3645,4308,4406,4493,4173,4646,4387,4309,3972,4394,4340,4269,3621,4378,4204,4064,4681,4277,3308,4462,3906,4658,4437,5165,3628,3256,3356,4345,5230,3594,3418,4413,4503,5605,4092,4002,3849,3443,2275,6060,5049,4205,3469,5000,4813,5250,4730,4249,3666,3381,3455,4321,4719,4118,3387,4013,4064,4015,4328,4264,3366,3480,3918,3902,5251,3099,3556,4387,4611,5157,4489,4730,3279,4389,4386,6260,3422,3660,3333,5230,4851,5905,4357,3775,3323,3876,3606,3941,4603,2906,2690,4882,4445,5433,3930,3476,3071,2864,2862,3600,4628,3878,3656,5316,1505,40,0,713,2574,3125,3327,3527,3961,3725,3417,4083,3532,2331,3577,1782,4160,3855,2606,2588,3304,3370,1757,3026,2610,6061,2712,4348,4131,3803,7056,9536,7438,6455,7003,8715,6950,8788,9617,9318,8648,10522,9898,11846,13578,12185,11355,14293,15051,15151,14807,13717,12307,12237,13787,14438,15677,12704,12195,15442,13618,13913,15534,14401,12740,13747,9840,18372,17880,15616,15885
Bolero,Mahindra,India,MPV,Utility,8463,7161,8237,7345,8190,7558,7817,6554,9764,8082,8004,9165,9338,8843,10078,8205,9584,9514,9312,8717,9499,11071,10098,9278,10659,10053,11675,9766,9780,7983,6955,7030,8925,10705,8474,8465,8664,9137,11294,8942,8846,7909,6748,6826,8541,9090,6300,9748,8515,8607,10481,8729,7569,6093,5902,4804,5585,7754,6875,7133,6160,7446,6211,5785,4419,3699,3929,4841,5744,8323,4939,5928,6598,6442,8681,6358,6832,6290,6597,6215,8646,8395,4911,5529,8206,8001,9104,8527,8126,6229,6559,6030,7046,7222,5582,4832,7998,7974,8019,5310,6184,5118,4446,3993,4179,5884,5127,5661,7233,4067,2080,0,1715,3292,4360,5487,5797,7624,6055,7723,7567,4843,8905,6152,3517,5744,6491,3218,1755,6375,5442,5314,3506,11045,6924,7686,8767,7884,7917,8246,8108,8772,7984,7311,8574,9782,9546,9054,8170,8686,8921,9092,9519,9647,9333,7995,9964,10113,10347,9537,8026,7365,6930,6494,8180,9849,7045,5921,8682,8690,8031,8380,8942,7478,7513,8109,2747,14343,10521,10611
Marshall,Mahindra,India,SUV,Utility,588,916,1275,750,800,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XUV 500,Mahindra,India,SUV,D1,0,0,0,0,0,0,0,0,505,1213,1637,2253,2286,2729,3196,3403,3471,3452,4007,3979,4603,4320,4237,3566,3721,3472,3187,2253,2144,1377,2045,2225,2159,3226,2262,2391,3522,2878,3525,2877,2946,3035,2813,2804,3035,3100,2047,2506,3294,2835,3126,2690,3200,3326,3105,3200,3110,3964,2794,2456,2493,2790,3161,2821,2264,2288,2210,2222,2695,2639,1069,1689,2144,2190,2663,1999,2093,1598,2282,2969,3343,2697,1229,1419,2316,1901,1567,2995,2770,2717,2766,2078,1902,2156,1032,1141,2659,1806,1916,1508,1195,1129,1116,968,1120,1378,981,1399,1455,344,9,0,36,231,813,919,595,1009,892,750,888,829,603,717,217,633,891,383,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quanto,Mahindra,India,SUV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,2497,2297,2948,2954,2099,1857,1338,1279,891,347,347,382,500,315,169,803,450,594,259,269,177,205,158,168,108,56,205,133,113,88,59,109,114,46,35,15,3,2,8,2,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rexton,Mahindra,India,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,121,197,457,476,452,345,262,174,147,132,127,137,57,67,126,131,139,109,155,112,92,86,78,92,43,37,39,66,101,55,28,27,28,12,12,12,4,12,3,3,32,1,1,19,7,4,2,46,28,9,4,0,0,3,0,0,0,1,0,0,6,12,0,2,62,3,0,3,0,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thar + Roxx,Mahindra,India,SUV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,584,687,661,508,690,495,524,651,683,691,807,842,533,565,728,706,752,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,631,701,226,280,417,446,592,189,0,435,466,326,262,180,53,2,0,0,0,0,0,0,0,0,0,0,2569,2627,3152,2842,1912,3406,1911,1065,3203,3493,3134,2692,3181,2138,4646,5072,3893,3152,3209,3640,3616,3793,4249,3666,3987,3374,4410,5004,5008,5302,4296,3899,5265,5951,5417,5593,5810,5793,6059,5812,6049,6160,5750,5376,4385,4268,8843,7944,8708,7659,7557,9248,8936,10703,10389,9542,9845,6997,11846,12029,10234,9339
Verito Vibe,Mahindra,India,Hatchback,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,249,241,142,129,149,168,106,142,77,83,62,61,134,108,103,43,92,301,300,326,312,221,185,293,217,286,138,182,266,375,388,381,462,291,252,339,97,48,16,9,4,34,62,76,33,74,33,125,85,174,78,83,46,93,145,57,284,106,158,136,171,181,53,17,39,21,110,109,138,79,51,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,12,12,6,1,18,20,8,99,40,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV 300,Mahindra,India,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,4551,3889,3525,3816,2635,2614,1928,1902,1722,2175,2279,2855,3022,1357,1804,2408,2349,2440,1988,2341,2121,2384,2249,2727,2781,2135,1801,2625,2488,3378,2053,1939,1811,2091,1966,1786,2113,992,1069,1506,1057,1187,1250,1393,1210,1122,1059,995,1246,683,884,649,944,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUV 100,Mahindra,India,SUV,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3413,4486,5157,5097,4446,3543,2964,2601,2703,2615,1183,1953,2695,2926,2972,2141,1989,1449,1889,1074,1300,3621,2190,1660,2637,2485,3107,1671,1481,1357,1291,1173,1171,1244,469,228,602,462,438,289,261,236,164,169,184,183,84,35,59,108,31,0,24,49,51,48,35,35,23,16,11,4,1,5,1,1,7,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuvo Sport,Mahindra,India,SUV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,553,371,221,223,248,225,238,63,74,69,43,89,62,60,15,32,19,20,26,11,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
